ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,tiempoResolucion,JuegoID,nivelEscalamiento
16466,Rotura,2024-01-30,Abierta,['365-05-0740'],['MNT-07717'],-1,6878891,POCO URGENTE
16467,Rotura,2024-02-19,Cerrada,['965-97-5177'],['MNT-09157'],110,9288638,POCO URGENTE
16468,Vandalismo,2024-01-10,Cerrada,['888-99-5847'],['MNT-00818'],192,5003242,POCO URGENTE
16469,Mal funcionamiento,2024-03-09,Cerrada,['743-49-2091'],['MNT-11340'],-1,34185,POCO URGENTE
16470,Vandalismo,2024-06-16,Abierta,['408-22-9781'],['MNT-08941'],-1,33084,POCO URGENTE
16471,Vandalismo,2024-04-16,Cerrada,['206-72-3364'],"['MNT-10318', 'MNT-13917']",156,9446839,POCO URGENTE
16472,Rotura,2023-10-22,Cerrada,['600-62-7184'],['MNT-10969'],59,3581612,POCO URGENTE
16473,Rotura,2024-09-08,Abierta,['342-07-6171'],['MNT-06086'],-1,21223,POCO URGENTE
16474,Vandalismo,2024-04-16,Abierta,['024-82-3448'],['MNT-09453'],-1,59706,POCO URGENTE
16475,Rotura,2024-09-21,Cerrada,['889-34-2169'],['MNT-12263'],-1,59655,POCO URGENTE
16476,Mal funcionamiento,2024-06-20,Cerrada,['147-81-8578'],['MNT-01529'],-1,8803432,POCO URGENTE
16477,Vandalismo,2024-06-22,Cerrada,['132-67-1231'],"['MNT-06900', 'MNT-10135']",54,7144376,POCO URGENTE
16478,Mal funcionamiento,2023-12-13,Cerrada,['455-55-7252'],['MNT-07169'],-1,19203,POCO URGENTE
16479,Desgaste,2024-03-01,Abierta,['239-11-8368'],['MNT-14635'],-1,7526525,POCO URGENTE
16480,Vandalismo,2024-01-30,Cerrada,['837-71-6783'],['MNT-05163'],133,34776,POCO URGENTE
16481,Desgaste,2023-10-30,Abierta,['231-13-4340'],['MNT-00552'],-1,20245,POCO URGENTE
16482,Desgaste,2024-01-03,Abierta,['678-67-7704'],"['MNT-03143', 'MNT-10312']",-1,9294164,POCO URGENTE
16483,Mal funcionamiento,2024-05-02,Abierta,['018-48-4998'],['MNT-06334'],-1,6761608,POCO URGENTE
16484,Rotura,2024-09-28,Cerrada,['422-09-7742'],['MNT-11167'],-1,21222,POCO URGENTE
16485,Vandalismo,2024-05-29,Cerrada,['672-89-3744'],['MNT-06348'],-1,20981,POCO URGENTE
16486,Rotura,2024-03-09,Cerrada,['150-79-5813'],['MNT-04178'],-1,7248023,POCO URGENTE
16487,Desgaste,2023-11-11,Cerrada,['708-55-8001'],['MNT-03628'],245,18855,POCO URGENTE
16488,Mal funcionamiento,2023-11-14,Cerrada,['340-20-3663'],['MNT-07985'],184,7591561,POCO URGENTE
16489,Desgaste,2024-01-12,Cerrada,['898-10-0708'],['MNT-07157'],64,34104,POCO URGENTE
16490,Mal funcionamiento,2024-07-04,Abierta,['826-89-3425'],['MNT-13527'],-1,18676,POCO URGENTE
16491,Vandalismo,2023-10-26,Cerrada,['599-76-3821'],['MNT-03579'],346,7247869,POCO URGENTE
16492,Vandalismo,2024-04-25,Cerrada,['069-33-8509'],['MNT-10826'],40,3573451,POCO URGENTE
16493,Mal funcionamiento,2024-09-02,Cerrada,['593-69-8841'],['MNT-01965'],-1,9433316,POCO URGENTE
16494,Rotura,2024-06-06,Cerrada,['898-44-4425'],['MNT-00894'],109,9510572,POCO URGENTE
16495,Rotura,2024-03-05,Cerrada,['937-56-7949'],['MNT-02943'],-1,19706,POCO URGENTE
16496,Desgaste,2024-03-04,Cerrada,['952-59-7111'],['MNT-03303'],131,32568,POCO URGENTE
16497,Mal funcionamiento,2023-12-11,Abierta,['690-68-6676'],['MNT-04590'],-1,4731206,POCO URGENTE
16498,Desgaste,2023-12-14,Cerrada,['480-36-7736'],"['MNT-01876', 'MNT-03166']",43,4986218,POCO URGENTE
16499,Mal funcionamiento,2024-03-21,Cerrada,['695-41-6168'],"['MNT-03983', 'MNT-04023', 'MNT-07554']",179,58965,POCO URGENTE
16500,Desgaste,2024-11-10,Cerrada,['208-35-3381'],['MNT-08150'],-1,58145,POCO URGENTE
16501,Rotura,2024-02-14,Cerrada,['931-29-4425'],['MNT-03118'],10,9190915,POCO URGENTE
16502,Mal funcionamiento,2024-02-02,Cerrada,['147-64-6003'],['MNT-06105'],45,9181008,POCO URGENTE
16503,Mal funcionamiento,2023-11-24,Abierta,['634-00-8382'],"['MNT-07110', 'MNT-07540']",-1,5492430,POCO URGENTE
16504,Mal funcionamiento,2024-04-03,Abierta,['143-61-2625'],['MNT-00918'],-1,5658547,POCO URGENTE
16505,Rotura,2024-09-23,Cerrada,['150-44-9737'],"['MNT-08033', 'MNT-14540']",-1,5658482,POCO URGENTE
16506,Mal funcionamiento,2024-08-17,Cerrada,['562-64-6545'],['MNT-08766'],-1,21244,POCO URGENTE
16507,Mal funcionamiento,2023-12-09,Abierta,['646-12-9332'],"['MNT-00047', 'MNT-02815']",-1,19866,POCO URGENTE
16508,Desgaste,2024-06-28,Abierta,['826-54-0694'],['MNT-12069'],-1,58099,POCO URGENTE
16509,Rotura,2024-04-11,Cerrada,['557-44-0945'],['MNT-07838'],54,59107,POCO URGENTE
16510,Desgaste,2024-05-14,Cerrada,['463-49-0550'],"['MNT-06343', 'MNT-11482']",4,3971925,POCO URGENTE
16511,Rotura,2023-11-07,Cerrada,['331-24-8824'],['MNT-08449'],333,35146,POCO URGENTE
16512,Vandalismo,2024-09-15,Cerrada,['821-82-1508'],"['MNT-01057', 'MNT-04314']",-1,59544,POCO URGENTE
16513,Rotura,2024-09-30,Cerrada,['665-74-9038'],['MNT-05532'],-1,21166,POCO URGENTE
16514,Mal funcionamiento,2024-08-23,Cerrada,['581-62-6156'],['MNT-05446'],3,22217,POCO URGENTE
16515,Rotura,2024-09-23,Abierta,['434-31-2585'],['MNT-06443'],-1,19346,POCO URGENTE
16516,Vandalismo,2024-02-16,Cerrada,['482-78-7942'],['MNT-12000'],-1,3575790,POCO URGENTE
16517,Vandalismo,2024-01-13,Cerrada,['420-51-9943'],['MNT-13360'],154,19280,POCO URGENTE
16518,Vandalismo,2023-10-31,Cerrada,['538-71-2971'],['MNT-08421'],155,5658632,POCO URGENTE
16519,Mal funcionamiento,2024-07-29,Abierta,['033-92-3344'],['MNT-01621'],-1,7602198,POCO URGENTE
16520,Desgaste,2024-01-15,Abierta,['288-67-9022'],['MNT-03955'],-1,3997041,POCO URGENTE
16521,Desgaste,2024-06-08,Abierta,['278-74-0319'],['MNT-13824'],-1,3567953,POCO URGENTE
16522,Rotura,2023-11-24,Cerrada,['020-81-7431'],['MNT-12511'],314,4963338,POCO URGENTE
16523,Rotura,2024-01-27,Abierta,['157-62-4193'],['MNT-11607'],-1,9178858,POCO URGENTE
16524,Mal funcionamiento,2024-04-27,Abierta,['219-99-4951'],['MNT-12019'],-1,4989409,POCO URGENTE
16525,Vandalismo,2024-09-25,Cerrada,['398-18-5781'],['MNT-13108'],-1,53122,POCO URGENTE
16526,Vandalismo,2023-10-25,Abierta,['159-29-1938'],['MNT-12124'],-1,22489,POCO URGENTE
16527,Rotura,2024-07-09,Abierta,['864-77-2097'],"['MNT-06300', 'MNT-07661']",-1,5249140,POCO URGENTE
16528,Desgaste,2024-04-05,Cerrada,['633-20-1346'],"['MNT-11271', 'MNT-12277']",157,21563,POCO URGENTE
16529,Mal funcionamiento,2024-02-06,Cerrada,['818-99-3459'],['MNT-07695'],-1,60009,POCO URGENTE
16530,Vandalismo,2024-08-09,Cerrada,['288-09-7245'],['MNT-11857'],37,3581604,POCO URGENTE
16531,Desgaste,2023-11-18,Abierta,['338-44-4853'],['MNT-06594'],-1,5237089,POCO URGENTE
16532,Vandalismo,2024-04-01,Cerrada,['835-17-4357'],['MNT-02417'],-1,5658065,POCO URGENTE
16533,Rotura,2024-09-19,Cerrada,['165-78-3557'],['MNT-07323'],-1,9473290,POCO URGENTE
16534,Rotura,2024-09-21,Abierta,['921-76-2228'],['MNT-03284'],-1,33481,POCO URGENTE
16535,Rotura,2024-01-28,Abierta,['680-17-6803'],['MNT-08483'],-1,5072100,POCO URGENTE
16536,Desgaste,2023-11-24,Cerrada,['867-73-7489'],['MNT-02267'],114,22058,POCO URGENTE
16537,Desgaste,2024-05-04,Abierta,['713-74-3862'],['MNT-01438'],-1,25027,POCO URGENTE
16538,Desgaste,2024-05-26,Cerrada,['810-50-5147'],['MNT-10598'],-1,20873,POCO URGENTE
16539,Mal funcionamiento,2024-01-03,Cerrada,['299-65-6022'],['MNT-08229'],109,52995,POCO URGENTE
16540,Rotura,2024-05-15,Cerrada,['720-30-0348'],['MNT-06489'],49,7861624,POCO URGENTE
16541,Mal funcionamiento,2024-01-02,Abierta,['154-90-4060'],"['MNT-09894', 'MNT-12282']",-1,3593165,POCO URGENTE
16542,Desgaste,2023-12-18,Abierta,['039-66-3452'],['MNT-10820'],-1,24776,POCO URGENTE
16543,Mal funcionamiento,2024-10-01,Cerrada,['072-33-3517'],['MNT-12626'],-1,4749950,POCO URGENTE
16544,Vandalismo,2023-12-21,Abierta,['349-25-6424'],"['MNT-01016', 'MNT-02474', 'MNT-05161']",-1,22454,POCO URGENTE
16545,Rotura,2023-12-09,Abierta,['563-59-3034'],['MNT-06007'],-1,9180746,POCO URGENTE
16546,Rotura,2024-04-06,Abierta,['771-70-3226'],['MNT-04708'],-1,59900,POCO URGENTE
16547,Vandalismo,2024-06-10,Abierta,['763-87-7249'],['MNT-08750'],-1,60026,POCO URGENTE
16548,Rotura,2024-06-14,Cerrada,['052-61-7284'],"['MNT-04832', 'MNT-08782']",-1,20156,POCO URGENTE
16549,Mal funcionamiento,2024-08-12,Cerrada,['454-29-9781'],['MNT-14219'],-1,32918,POCO URGENTE
16550,Desgaste,2024-07-23,Abierta,['219-95-7972'],['MNT-14107'],-1,58926,POCO URGENTE
16551,Vandalismo,2024-03-04,Abierta,['291-76-0105'],['MNT-00433'],-1,20113,POCO URGENTE
16552,Mal funcionamiento,2023-11-27,Cerrada,['929-08-5452'],['MNT-07692'],102,3580589,POCO URGENTE
16553,Vandalismo,2023-12-17,Abierta,['593-14-2336'],['MNT-06868'],-1,58039,POCO URGENTE
16554,Desgaste,2024-04-04,Cerrada,['209-07-8732'],['MNT-06305'],157,7847860,POCO URGENTE
16555,Mal funcionamiento,2024-03-09,Cerrada,['862-94-2461'],['MNT-02826'],43,5239364,POCO URGENTE
16556,Desgaste,2023-10-30,Abierta,['925-36-8282'],['MNT-14669'],-1,5229199,POCO URGENTE
16557,Vandalismo,2024-02-13,Cerrada,['801-97-4852'],['MNT-04995'],-1,8891684,POCO URGENTE
16558,Mal funcionamiento,2023-12-06,Cerrada,['462-60-2202'],['MNT-08542'],178,59583,POCO URGENTE
16559,Desgaste,2024-01-05,Cerrada,['791-76-6567'],['MNT-01277'],-1,5492837,POCO URGENTE
16560,Rotura,2024-09-01,Cerrada,['556-76-9484'],['MNT-11100'],-1,9398274,POCO URGENTE
16561,Rotura,2024-04-16,Cerrada,['428-84-0853'],['MNT-10330'],-1,7924744,POCO URGENTE
16562,Vandalismo,2023-11-24,Abierta,['022-19-0677'],['MNT-00796'],-1,59026,POCO URGENTE
16563,Desgaste,2024-04-28,Abierta,['551-26-3702'],['MNT-13678'],-1,7838882,POCO URGENTE
16564,Desgaste,2024-09-26,Abierta,['984-49-4330'],['MNT-09140'],-1,8907179,POCO URGENTE
16565,Vandalismo,2024-01-29,Cerrada,['591-47-7771'],['MNT-12500'],-1,9243111,POCO URGENTE
16566,Desgaste,2024-01-16,Abierta,['350-97-4577'],['MNT-14732'],-1,25711,POCO URGENTE
16567,Vandalismo,2024-01-08,Abierta,['409-86-2303'],['MNT-10114'],-1,33270,POCO URGENTE
16568,Rotura,2023-11-02,Abierta,['884-62-3372'],['MNT-06529'],-1,5601878,POCO URGENTE
16569,Vandalismo,2024-06-19,Cerrada,['101-12-3196'],['MNT-07913'],15,22021,POCO URGENTE
16570,Vandalismo,2024-06-30,Abierta,['332-10-5747'],['MNT-00637'],-1,8888518,POCO URGENTE
16571,Rotura,2024-01-30,Cerrada,['515-97-2024'],"['MNT-00472', 'MNT-03554', 'MNT-06210']",100,5209026,POCO URGENTE
16572,Vandalismo,2024-07-27,Cerrada,['674-67-7736'],['MNT-01454'],-1,3561757,POCO URGENTE
16573,Vandalismo,2024-08-20,Cerrada,['324-56-2125'],['MNT-00478'],-1,7933619,POCO URGENTE
16574,Mal funcionamiento,2024-06-18,Abierta,['109-46-9228'],['MNT-10477'],-1,21657,POCO URGENTE
16575,Desgaste,2023-11-14,Abierta,['133-60-3128'],['MNT-02734'],-1,21503,POCO URGENTE
16576,Desgaste,2024-04-02,Abierta,['024-86-3502'],['MNT-05584'],-1,34778,POCO URGENTE
16577,Mal funcionamiento,2024-02-19,Cerrada,['916-70-5145'],"['MNT-01943', 'MNT-12778']",211,57977,POCO URGENTE
16578,Desgaste,2023-11-08,Cerrada,['077-45-9436'],"['MNT-01963', 'MNT-14060']",322,7612591,POCO URGENTE
16579,Desgaste,2024-02-26,Abierta,['368-20-7251'],['MNT-00642'],-1,24728,POCO URGENTE
16580,Desgaste,2024-06-28,Abierta,['837-90-5440'],"['MNT-03001', 'MNT-10549']",-1,24799,POCO URGENTE
16581,Mal funcionamiento,2024-10-04,Cerrada,['665-98-4449'],['MNT-09765'],-1,4987171,POCO URGENTE
16582,Vandalismo,2023-12-08,Abierta,['437-15-4601'],['MNT-07432'],-1,8888514,POCO URGENTE
16583,Vandalismo,2024-04-24,Cerrada,['252-66-1363'],"['MNT-05845', 'MNT-13951']",-1,8934575,POCO URGENTE
16584,Desgaste,2024-01-08,Abierta,['768-62-6556'],['MNT-06221'],-1,25795,POCO URGENTE
16585,Mal funcionamiento,2024-05-09,Cerrada,['876-53-8441'],['MNT-07995'],-1,34191,POCO URGENTE
16586,Rotura,2023-12-12,Cerrada,['202-14-0843'],['MNT-02471'],100,5657915,POCO URGENTE
16587,Desgaste,2024-06-14,Abierta,['602-36-1059'],['MNT-12124'],-1,22489,POCO URGENTE
16588,Rotura,2024-03-14,Cerrada,['709-67-2097'],['MNT-05262'],-1,9149559,POCO URGENTE
16589,Rotura,2024-02-01,Cerrada,['279-52-0803'],"['MNT-07964', 'MNT-09632']",155,4985938,POCO URGENTE
16590,Mal funcionamiento,2023-12-24,Cerrada,['159-74-2295'],"['MNT-05370', 'MNT-07595']",164,20630,POCO URGENTE
16591,Desgaste,2024-09-29,Cerrada,['017-70-0246'],"['MNT-07462', 'MNT-13892']",-1,3530624,POCO URGENTE
16592,Mal funcionamiento,2023-12-30,Cerrada,['161-83-4635'],['MNT-14603'],232,34188,POCO URGENTE
16593,Vandalismo,2023-10-29,Abierta,['921-05-5669'],['MNT-07103'],-1,7897714,POCO URGENTE
16594,Rotura,2024-08-09,Cerrada,['812-90-0203'],['MNT-00399'],-1,4738613,POCO URGENTE
16595,Rotura,2024-04-28,Cerrada,['387-37-4180'],['MNT-09047'],9,5174742,POCO URGENTE
16596,Mal funcionamiento,2024-04-09,Cerrada,['773-11-8148'],['MNT-03224'],-1,3530893,POCO URGENTE
16597,Rotura,2023-11-17,Cerrada,['279-01-7257'],['MNT-10959'],107,7112826,POCO URGENTE
16598,Rotura,2024-02-14,Cerrada,['845-18-5526'],['MNT-11703'],-1,3963355,POCO URGENTE
16599,Rotura,2024-02-15,Cerrada,['690-28-6064'],['MNT-08004'],-1,7177717,POCO URGENTE
16600,Mal funcionamiento,2024-03-20,Cerrada,['496-51-2966'],['MNT-02509'],119,3574046,POCO URGENTE
16601,Desgaste,2023-10-24,Abierta,['423-30-7401'],"['MNT-00217', 'MNT-14632']",-1,6777775,POCO URGENTE
16602,Desgaste,2024-02-06,Abierta,['676-14-1223'],['MNT-04005'],-1,7853102,POCO URGENTE
16603,Mal funcionamiento,2024-01-09,Abierta,['947-55-5186'],['MNT-00692'],-1,59859,POCO URGENTE
16604,Vandalismo,2024-08-26,Cerrada,['373-99-0316'],"['MNT-08085', 'MNT-10570']",-1,20843,POCO URGENTE
16605,Desgaste,2024-04-05,Abierta,['127-54-4982'],"['MNT-11271', 'MNT-12277']",-1,21563,POCO URGENTE
16606,Rotura,2024-05-03,Abierta,['407-08-0852'],['MNT-13439'],-1,7591688,POCO URGENTE
16607,Mal funcionamiento,2023-10-21,Abierta,['583-50-0570'],['MNT-11368'],-1,7928430,POCO URGENTE
16608,Rotura,2023-08-11,Abierta,['128-94-2803'],['MNT-05687'],-1,52838,POCO URGENTE
16609,Desgaste,2024-07-09,Abierta,['323-67-0377'],"['MNT-08016', 'MNT-11029']",-1,25733,POCO URGENTE
16610,Rotura,2023-10-19,Cerrada,['374-41-6082'],['MNT-00765'],175,4737891,POCO URGENTE
16611,Vandalismo,2024-07-08,Abierta,['981-41-8877'],['MNT-03276'],-1,3565660,POCO URGENTE
16612,Vandalismo,2023-12-18,Cerrada,['433-46-1853'],['MNT-10022'],9,7925298,POCO URGENTE
16613,Desgaste,2024-09-16,Abierta,['914-14-2913'],['MNT-04888'],-1,21419,POCO URGENTE
16614,Vandalismo,2024-04-04,Abierta,['106-63-7692'],['MNT-07398'],-1,4983965,POCO URGENTE
16615,Mal funcionamiento,2023-11-03,Abierta,['571-19-8866'],['MNT-02429'],-1,9248087,POCO URGENTE
16616,Rotura,2024-10-04,Cerrada,['259-03-3954'],['MNT-04657'],-1,33590,POCO URGENTE
16617,Vandalismo,2024-09-18,Cerrada,['358-75-9776'],['MNT-07378'],-1,19784,POCO URGENTE
16618,Desgaste,2023-11-11,Abierta,['581-11-8603'],['MNT-01392'],-1,5249936,POCO URGENTE
16619,Desgaste,2024-08-09,Cerrada,['436-52-3884'],['MNT-08336'],-1,9135897,POCO URGENTE
16620,Desgaste,2024-03-06,Cerrada,['983-19-1859'],"['MNT-07693', 'MNT-10544']",4,9052182,POCO URGENTE
16621,Desgaste,2024-01-21,Abierta,['263-79-9407'],"['MNT-04597', 'MNT-10985']",-1,21376,POCO URGENTE
16622,Vandalismo,2024-09-30,Cerrada,['212-42-9968'],['MNT-10645'],-1,3580771,POCO URGENTE
16623,Mal funcionamiento,2024-01-07,Abierta,['955-63-7457'],['MNT-14177'],-1,25538,POCO URGENTE
16624,Vandalismo,2024-02-24,Abierta,['110-63-5560'],['MNT-11951'],-1,4982547,POCO URGENTE
16625,Vandalismo,2024-01-23,Abierta,['885-53-7300'],['MNT-07709'],-1,32889,POCO URGENTE
16626,Mal funcionamiento,2024-01-05,Cerrada,['509-42-8344'],['MNT-08401'],302,24957,POCO URGENTE
16627,Mal funcionamiento,2024-02-06,Cerrada,['744-52-6786'],['MNT-09941'],232,25633,POCO URGENTE
16628,Mal funcionamiento,2023-12-30,Cerrada,['554-87-1687'],['MNT-03521'],0,5263827,POCO URGENTE
16629,Desgaste,2023-11-03,Cerrada,['980-87-9807'],['MNT-12537'],258,58345,POCO URGENTE
16630,Desgaste,2024-02-15,Abierta,['184-38-2542'],['MNT-11228'],-1,9178047,POCO URGENTE
16631,Vandalismo,2023-04-12,Abierta,['384-32-2290'],['MNT-14847'],-1,3530239,POCO URGENTE
16632,Desgaste,2024-03-05,Abierta,['253-73-8542'],['MNT-09292'],-1,8803539,POCO URGENTE
16633,Desgaste,2024-01-31,Abierta,['281-66-7647'],['MNT-08280'],-1,58388,POCO URGENTE
16634,Rotura,2023-12-14,Cerrada,['852-13-4141'],['MNT-03729'],194,3580347,POCO URGENTE
16635,Vandalismo,2024-09-11,Abierta,['072-74-3191'],['MNT-03681'],-1,9295590,POCO URGENTE
16636,Vandalismo,2024-08-08,Cerrada,['460-38-8842'],['MNT-13428'],-1,59635,POCO URGENTE
16637,Rotura,2024-05-17,Abierta,['598-75-7031'],['MNT-06742'],-1,58513,POCO URGENTE
16638,Desgaste,2024-02-17,Abierta,['913-45-8490'],['MNT-08542'],-1,59583,POCO URGENTE
16639,Rotura,2024-09-03,Cerrada,['639-00-6641'],['MNT-14423'],-1,3567549,POCO URGENTE
16640,Vandalismo,2024-01-17,Abierta,['898-10-0708'],['MNT-01631'],-1,3568739,POCO URGENTE
16641,Vandalismo,2024-10-05,Abierta,['131-20-8026'],['MNT-00956'],-1,8941976,POCO URGENTE
16642,Vandalismo,2024-01-06,Cerrada,['197-62-5789'],['MNT-00658'],281,3961096,POCO URGENTE
16643,Vandalismo,2023-12-08,Abierta,['757-76-6578'],['MNT-06404'],-1,58356,POCO URGENTE
16644,Vandalismo,2024-06-17,Cerrada,['058-55-6909'],['MNT-10574'],78,5658187,POCO URGENTE
16645,Vandalismo,2024-03-25,Abierta,['484-65-5923'],['MNT-02625'],-1,9438320,POCO URGENTE
16646,Mal funcionamiento,2024-02-03,Abierta,['887-79-2189'],"['MNT-06010', 'MNT-14692']",-1,34137,POCO URGENTE
16647,Rotura,2024-09-06,Cerrada,['509-83-0989'],['MNT-05830'],-1,34118,POCO URGENTE
16648,Vandalismo,2024-07-11,Cerrada,['503-76-9400'],['MNT-06410'],-1,58266,POCO URGENTE
16649,Vandalismo,2023-10-17,Abierta,['620-97-8116'],['MNT-12174'],-1,5600332,POCO URGENTE
16650,Mal funcionamiento,2023-12-11,Cerrada,['799-42-6415'],['MNT-14788'],210,58110,POCO URGENTE
16651,Mal funcionamiento,2024-10-01,Cerrada,['696-72-7450'],['MNT-09303'],-1,58172,POCO URGENTE
16652,Mal funcionamiento,2024-08-09,Abierta,['359-86-7765'],['MNT-06493'],-1,9535128,POCO URGENTE
16653,Desgaste,2024-08-07,Cerrada,['714-47-8610'],['MNT-12289'],-1,8803667,POCO URGENTE
16654,Rotura,2024-02-26,Cerrada,['215-18-3498'],['MNT-13386'],-1,3581618,POCO URGENTE
16655,Vandalismo,2024-06-02,Cerrada,['996-20-3575'],['MNT-10700'],-1,3573263,POCO URGENTE
16656,Vandalismo,2024-09-04,Abierta,['528-67-5243'],['MNT-02909'],-1,19864,POCO URGENTE
16657,Vandalismo,2024-03-26,Cerrada,['980-18-0772'],['MNT-03748'],43,3561738,POCO URGENTE
16658,Desgaste,2023-10-30,Cerrada,['323-92-2768'],['MNT-11933'],176,6845974,POCO URGENTE
16659,Rotura,2024-07-24,Abierta,['715-12-0529'],['MNT-12300'],-1,6761386,POCO URGENTE
16660,Desgaste,2024-06-29,Abierta,['026-08-3316'],"['MNT-06711', 'MNT-12025']",-1,19384,POCO URGENTE
16661,Mal funcionamiento,2024-09-12,Abierta,['637-12-2701'],"['MNT-05357', 'MNT-10132']",-1,59488,POCO URGENTE
16662,Rotura,2024-10-08,Cerrada,['043-04-7636'],['MNT-12798'],-1,59713,POCO URGENTE
16663,Desgaste,2023-12-15,Abierta,['288-67-9022'],['MNT-10431'],-1,4737889,POCO URGENTE
16664,Desgaste,2024-02-24,Cerrada,['591-06-0372'],['MNT-05442'],132,32772,POCO URGENTE
16665,Mal funcionamiento,2024-01-11,Cerrada,['568-91-4360'],['MNT-09890'],-1,9050879,POCO URGENTE
16666,Vandalismo,2023-11-17,Abierta,['108-96-7294'],['MNT-07984'],-1,9396660,POCO URGENTE
16667,Vandalismo,2024-07-25,Abierta,['097-56-6069'],['MNT-01500'],-1,59034,POCO URGENTE
16668,Rotura,2024-07-01,Abierta,['104-84-7189'],"['MNT-03396', 'MNT-03782']",-1,58177,POCO URGENTE
16669,Desgaste,2024-07-26,Cerrada,['045-04-7950'],['MNT-14613'],14,7870210,POCO URGENTE
16670,Desgaste,2023-12-18,Cerrada,['431-65-7767'],['MNT-10491'],76,33264,POCO URGENTE
16671,Rotura,2023-11-27,Abierta,['596-94-9822'],['MNT-08293'],-1,52782,POCO URGENTE
16672,Rotura,2024-03-08,Abierta,['010-93-8032'],['MNT-12246'],-1,21635,POCO URGENTE
16673,Desgaste,2024-02-16,Abierta,['022-43-9451'],['MNT-05995'],-1,5659268,POCO URGENTE
16674,Mal funcionamiento,2024-02-11,Abierta,['914-86-8458'],"['MNT-03136', 'MNT-13138']",-1,20226,POCO URGENTE
16675,Rotura,2024-08-10,Cerrada,['762-67-8655'],['MNT-10644'],63,7927302,POCO URGENTE
16676,Rotura,2024-03-30,Abierta,['003-70-2270'],['MNT-00308'],-1,34959,POCO URGENTE
16677,Vandalismo,2024-05-29,Abierta,['873-68-9874'],['MNT-00099'],-1,7588210,POCO URGENTE
16678,Mal funcionamiento,2023-12-30,Abierta,['952-33-0330'],['MNT-01575'],-1,34084,POCO URGENTE
16679,Vandalismo,2024-04-24,Cerrada,['606-96-9323'],['MNT-10412'],-1,19112,POCO URGENTE
16680,Mal funcionamiento,2024-08-22,Abierta,['072-68-8903'],['MNT-12811'],-1,59838,POCO URGENTE
16681,Desgaste,2023-12-09,Abierta,['528-09-3271'],['MNT-11347'],-1,22231,POCO URGENTE
16682,Vandalismo,2024-07-23,Cerrada,['913-85-6147'],['MNT-10263'],12,58318,POCO URGENTE
16683,Desgaste,2023-11-06,Cerrada,['883-85-7646'],['MNT-14879'],-1,8800145,POCO URGENTE
16684,Vandalismo,2024-02-28,Abierta,['008-78-3320'],['MNT-09116'],-1,9290954,POCO URGENTE
16685,Desgaste,2023-03-12,Abierta,['314-96-5174'],"['MNT-01002', 'MNT-02489']",-1,4795154,POCO URGENTE
16686,Mal funcionamiento,2024-01-19,Cerrada,['460-05-5238'],"['MNT-00119', 'MNT-07325', 'MNT-08778']",247,9048980,POCO URGENTE
16687,Desgaste,2024-06-01,Cerrada,['710-78-0809'],['MNT-12139'],-1,4985735,POCO URGENTE
16688,Desgaste,2024-09-29,Abierta,['922-52-5018'],['MNT-03963'],-1,22010,POCO URGENTE
16689,Mal funcionamiento,2024-10-05,Cerrada,['471-78-0270'],['MNT-09393'],-1,22282,POCO URGENTE
16690,Mal funcionamiento,2024-05-16,Cerrada,['964-58-2519'],['MNT-05170'],-1,3581534,POCO URGENTE
16691,Rotura,2024-10-11,Abierta,['643-01-5437'],['MNT-05202'],-1,21293,POCO URGENTE
16692,Mal funcionamiento,2023-12-21,Abierta,['710-76-1058'],"['MNT-07214', 'MNT-10323']",-1,19226,POCO URGENTE
16693,Rotura,2024-04-16,Cerrada,['157-44-1541'],"['MNT-12555', 'MNT-14728']",180,9392450,POCO URGENTE
16694,Rotura,2024-11-08,Cerrada,['309-32-2031'],['MNT-02568'],-1,19865,POCO URGENTE
16695,Rotura,2024-02-10,Abierta,['686-34-8312'],['MNT-13634'],-1,35205,POCO URGENTE
16696,Mal funcionamiento,2024-05-23,Cerrada,['739-94-5911'],['MNT-05687'],65,52838,POCO URGENTE
16697,Mal funcionamiento,2024-05-30,Cerrada,['740-26-5312'],['MNT-06086'],-1,21223,POCO URGENTE
16698,Rotura,2024-04-24,Cerrada,['425-00-6119'],"['MNT-07154', 'MNT-10475']",167,3743682,POCO URGENTE
16699,Desgaste,2024-11-02,Abierta,['165-66-2823'],['MNT-09736'],-1,24989,POCO URGENTE
16700,Desgaste,2024-09-09,Abierta,['030-22-8246'],['MNT-02978'],-1,9256447,POCO URGENTE
16701,Vandalismo,2024-06-06,Cerrada,['137-53-4615'],['MNT-00286'],-1,3569233,POCO URGENTE
16702,Vandalismo,2024-01-22,Cerrada,['101-08-8294'],['MNT-07991'],172,8905833,POCO URGENTE
16703,Vandalismo,2024-05-16,Abierta,['707-94-2208'],['MNT-07384'],-1,19511,POCO URGENTE
16704,Desgaste,2024-05-21,Cerrada,['989-19-6891'],['MNT-13546'],-1,18867,POCO URGENTE
16705,Desgaste,2024-05-31,Abierta,['990-84-6038'],['MNT-11754'],-1,21199,POCO URGENTE
16706,Mal funcionamiento,2024-02-15,Cerrada,['307-08-9395'],['MNT-13649'],90,9220318,POCO URGENTE
16707,Mal funcionamiento,2023-10-31,Abierta,['659-91-5491'],['MNT-02860'],-1,53180,POCO URGENTE
